id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_log,host_type,occupancy_level,reviews_per_month_bucket,distance_center_km,review_month,review_season,min_nights_category
46352,A room in Pasolini's house,467810,Eleonora,Porto - Saragozza,44.49163,11.33398,Private room,68.0,2,479,2025-09-04,2.62,2,65,41,IT037006C1C1767,4.23410650459726,single-listing,low,high,0.7764120394625476,9.0,fall,
59697,COZY LARGE BEDROOM in the city center,286688,Paolo,Santo Stefano,44.48817,11.34124,Private room,50.0,31,242,2025-06-08,1.55,2,148,2,,3.9318256327243257,single-listing,medium,medium,0.7543871812815743,6.0,summer,short
85368,Garden House Bologna,467675,Anna Maria,Santo Stefano,44.47888,11.35625,Entire home/apt,92.0,2,64,2025-05-25,0.39,1,256,4,IT037006C2QKQSH3S7,4.532599493153256,single-listing,high,low,2.083293661862454,5.0,spring,
219878,Top floor with elevator for Long and Short Stays,1139326,Elisa,Santo Stefano,44.48787,11.35392,Entire home/apt,133.0,28,185,2025-09-13,1.09,1,315,13,IT037006C2HQERHOGR,4.897839799950911,single-listing,high,medium,1.1901430977946392,9.0,fall,short
229114,Terrace between fair&city center,1196205,Davide,Navile,44.51072,11.34957,Entire home/apt,143.0,3,99,2025-09-11,0.63,1,328,16,IT037006C2KRRTWGRT,4.969813299576001,single-listing,high,medium,1.844263084233311,9.0,fall,very short
266777,BOLOGNA CENTRE APARTMENT W/ GARDEN,1398894,Giulia,Porto - Saragozza,44.49544,11.33114,Entire home/apt,71.0,180,51,2020-03-01,0.31,1,0,0,,4.276666119016055,single-listing,low,low,0.9148229031049504,3.0,spring,medium
383256,Appartamento Open Space in centro!,1884566,Federico,Porto - Saragozza,44.49984,11.34307,Entire home/apt,184.0,2,237,2025-08-21,1.45,4,40,17,IT037006C2UYW8RN2A,5.220355825078324,professional,low,medium,0.5515702076211505,8.0,summer,
411523,Melograno's house,2048622,Irene,Santo Stefano,44.4931,11.35442,Entire home/apt,162.0,2,143,2025-04-28,0.96,2,264,6,IT037006C2VL6I3CIH,5.093750200806762,single-listing,high,medium,0.9596334180861138,4.0,spring,
584370,Cosy Single Room with  bathroom,2879369,Andrea,Porto - Saragozza,44.49084,11.31162,Private room,122.0,1,27,2025-03-23,0.18,4,176,3,IT037006C1AZJOO6IC,4.812184355372417,professional,medium,low,2.5060788700165166,3.0,spring,
606753,Two rooms in Bologna,2671558,Fabio,Santo Stefano,44.47564,11.3727,Shared room,25.0,31,6,2015-08-17,0.04,2,20,0,,3.258096538021482,single-listing,low,low,3.209603586703638,8.0,summer,short
648513,Cosy studio in the World Heritage site,95428,Simona,Porto - Saragozza,44.4937,11.34051,Entire home/apt,68.0,31,13,2024-10-08,0.08,2,125,2,,4.23410650459726,single-listing,medium,low,0.21320454909802083,10.0,fall,short
670725,Camera singola e bagno accogliente,3398944,Enzo,Savena,44.46969,11.37699,Private room,86.0,1,8,2025-04-07,0.05,2,356,2,IT037006C1NJHJEAKO,4.465908118654584,single-listing,high,low,3.9137617239547486,4.0,spring,
684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,Navile,44.51693,11.34565,Entire home/apt,106.0,31,4,2018-11-11,0.03,1,0,0,,4.672828834461906,single-listing,low,low,2.4613185434631917,11.0,fall,short
690226,Bologna on the roof,2048622,Irene,Santo Stefano,44.49007,11.35267,Entire home/apt,167.0,3,119,2025-09-18,0.75,2,292,17,IT037006C2VJWVDVI8,5.123963979403259,single-listing,high,medium,0.9623030492430794,9.0,fall,very short
724304,Bologna cities and universities,3026417,Michela,Santo Stefano,44.49383,11.35173,Entire home/apt,97.0,3,83,2025-07-20,0.54,1,270,9,IT037006C2M7CXWSAL,4.584967478670572,single-listing,high,medium,0.734356347672046,7.0,summer,very short
732525,room in Bologna with bathroom,2879369,Andrea,Porto - Saragozza,44.49228,11.31329,Private room,196.0,1,19,2025-05-19,0.13,4,353,2,IT037006C1AZJOO6IC,5.2832037287379885,professional,high,low,2.3504604837115997,5.0,spring,
787769,cosy apartment downtown with terrace,4152306,Lisa,Santo Stefano,44.49862,11.34679,Entire home/apt,108.0,2,59,2025-09-21,0.38,1,196,46,IT037006C2AQ79LH8E,4.6913478822291435,single-listing,medium,low,0.5313016362552034,9.0,fall,
793706,Miniappartamento in Tavernetta,4181174,Flavia,Santo Stefano,44.48753,11.34114,Entire home/apt,60.0,3,388,2025-06-30,2.51,2,135,5,IT037006C2G2VFPREL,4.110873864173311,single-listing,medium,high,0.8259103758968713,6.0,summer,very short
804596,Riva Reno 114 - A quiet Place in the city center,4235069,Elena,Porto - Saragozza,44.4988,11.33933,Entire home/apt,186.0,2,261,2025-07-07,1.69,2,241,14,IT037006C26N837VRZ,5.231108616854587,single-listing,medium,high,0.5073179339703829,7.0,summer,
840951,Attic in historical center,4170880,Laura,Porto - Saragozza,44.49442,11.33176,Entire home/apt,96.0,3,157,2025-08-28,1.02,1,206,11,IT037006C2EUZAFYGV,4.574710978503383,single-listing,medium,medium,0.8650098406508011,8.0,summer,very short
842573,Artist's house,4399085,Anna,Santo Stefano,44.48589,11.34867,Entire home/apt,65.0,31,47,2022-07-22,0.31,1,141,0,,4.189654742026425,single-listing,medium,low,1.1096925260248165,7.0,summer,short
860436,close to the station & the center with priv. bath.,4506590,Alessandro,Navile,44.50986099243164,11.349018096923828,Private room,261.0,1,47,2025-01-01,0.31,2,92,1,IT037006B48EBY34UV,5.568344503761097,single-listing,low,low,1.740091295558671,1.0,winter,
884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,Santo Stefano,44.49756,11.34428,Entire home/apt,120.0,1,722,2025-09-13,4.72,4,258,7,IT037006B4784CFSIV,4.795790545596741,professional,high,high,0.32517930079721336,9.0,fall,
944794,PrettyJewel Attic in Typical Village,3715410,Katia,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,70.0,2,203,2025-09-13,1.33,1,160,22,IT037006C25IFOGG93,4.2626798770413155,single-listing,medium,medium,5.123965813861685,9.0,fall,
952460,Apartment in the historical center,4928901,Milena,Santo Stefano,44.48727,11.35021,Entire home/apt,129.0,2,292,2025-09-16,1.92,1,223,25,IT037006C2E9QOBMFB,4.867534450455582,single-listing,medium,high,1.0398471877890918,9.0,fall,
953017,AmaBologna B&B Double Room,374533,Ersi,Porto - Saragozza,44.48837,11.32102,Private room,72.0,2,22,2025-06-22,0.14,1,50,8,IT037006C1WTADJVPO,4.290459441148391,single-listing,low,low,1.8641777710827758,6.0,summer,
967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,Santo Stefano,44.49807,11.34507,Entire home/apt,87.0,1,590,2025-05-03,3.87,4,204,13,IT037006B4784CFSIV,4.477336814478207,professional,medium,high,0.40397854555318974,5.0,spring,
981083,Doppia o Matrimoniale con bagno,3398944,Enzo,Savena,44.46947,11.37668,Private room,120.0,1,9,2025-04-13,0.07,2,363,2,IT037006C1NJHJEAKO,4.795790545596741,single-listing,high,low,3.914177351123813,4.0,spring,
981727,"I 4 GATTI Guesthouse. Room 6, Quadruple 2° floor",5234186,Filippo,Porto - Saragozza,44.49084,11.32876,Private room,176.0,1,38,2023-06-26,0.27,6,118,0,IT037006B4CPTDI69A,5.176149732573829,professional,medium,low,1.1903171413301337,6.0,summer,
993645,Villa Benni An elegant mansion b&b,5458518,Marcella,Porto - Saragozza,44.48874,11.31987,Private room,162.0,1,175,2025-09-11,1.18,2,31,20,IT037006C1WFZEASB6,5.093750200806762,single-listing,low,medium,1.9338824815967057,9.0,fall,
1002365,FARM HOUSE with garden and parking,5512231,Federica,Borgo Panigale - Reno,44.54373,11.24921,Entire home/apt,206.0,4,36,2025-04-04,0.24,2,348,2,IT037006C1ZV7AL3BX,5.332718793265369,single-listing,high,low,9.198099940000963,4.0,spring,very short
1007486,Appartamento con palestra e parcheggio gratuito.,5512231,Federica,Borgo Panigale - Reno,44.54531,11.24846,Entire home/apt,171.0,4,3,2022-03-19,0.02,2,360,0,IT037006C1ZV7AL3BX,5.147494476813453,single-listing,high,low,9.350367980507293,3.0,spring,very short
1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,Porto - Saragozza,44.49749,11.33207,Entire home/apt,186.0,2,126,2025-04-22,0.87,2,340,1,IT037006C2TPLR87MR,5.231108616854587,single-listing,high,medium,0.887246641442255,4.0,spring,
1029853,Bologna Best Bed : feel at home,4259314,Valter,Navile,44.519380008926845,11.341218516898037,Entire home/apt,75.0,4,250,2025-07-12,1.65,1,37,18,IT037006C2ZPP79BR2,4.330733340286331,single-listing,low,medium,2.723983462501026,7.0,summer,very short
1116883,Room Airport,6129734,Manuel,Borgo Panigale - Reno,44.52287,11.27813,Private room,27.0,31,209,2024-10-05,1.4,1,44,1,,3.332204510175204,single-listing,low,medium,5.996929162197736,10.0,fall,short
1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,Santo Stefano,44.48715,11.34036,Entire home/apt,79.0,3,595,2025-09-13,3.99,1,171,55,IT037006C2GHZDQTIU,4.382026634673881,single-listing,medium,high,0.8782769212532535,9.0,fall,very short
1149912,Renting room in Bologna Airport,6129693,Manuel,Borgo Panigale - Reno,44.51927,11.27655,Private room,30.0,31,166,2023-10-03,1.11,1,365,0,,3.4339872044851463,single-listing,high,medium,5.911114748378518,10.0,fall,short
1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,Santo Stefano,44.49807,11.34507,Entire home/apt,120.0,1,363,2025-09-02,2.5,4,257,6,IT037006B4784CFSIV,4.795790545596741,professional,high,high,0.40397854555318974,9.0,fall,
1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,Santo Stefano,44.49807,11.34507,Entire home/apt,80.0,1,154,2025-06-12,1.09,4,232,4,IT037006B4784CFSIV,4.394449154672439,professional,medium,medium,0.40397854555318974,6.0,summer,
1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,Borgo Panigale - Reno,44.5038,11.29537,Private room,36.0,31,38,2020-07-12,0.26,1,325,0,,3.6109179126442243,single-listing,high,low,3.88583668790459,7.0,summer,short
1391869,charming open space historic center,7524892,Franco,Porto - Saragozza,44.48934,11.33218,Entire home/apt,92.0,31,151,2025-06-03,1.03,1,101,7,,4.532599493153256,single-listing,low,medium,1.0339134342397356,6.0,summer,short
1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,Santo Stefano,44.49725,11.34464,Entire home/apt,84.0,31,474,2025-07-19,3.21,1,187,23,,4.442651256490317,single-listing,medium,high,0.3079983303238786,7.0,summer,short
1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,Porto - Saragozza,44.49321,11.33569,Entire home/apt,83.0,2,816,2025-09-08,5.6,1,117,70,Exempt,4.430816798843313,single-listing,low,high,0.5815437838183437,9.0,fall,
1451862,comode stanze private in elegante villa storica,5458518,Marcella,Porto - Saragozza,44.48831,11.31969,Private room,210.0,1,28,2025-05-04,0.2,2,31,2,IT037006C1WFZEASB6,5.351858133476067,single-listing,low,low,1.964560454933838,5.0,spring,
1491202,Massarenti ospedale sant'orsola,7973070,Andrea,San Donato - San Vitale,44.49264,11.36851,Entire home/apt,335.0,1,33,2025-04-28,0.25,5,362,1,IT037006B47ILIFIEB,5.817111159963204,professional,high,low,2.074638424269794,4.0,spring,
1566003,I portici di via Piella,8325248,Massimo,Santo Stefano,44.49809646606445,11.345027923583984,Entire home/apt,109.0,3,1052,2025-09-05,7.2,3,235,75,IT037006B4KZAC8C8W,4.700480365792417,professional,medium,high,0.404960010543289,9.0,fall,very short
1571942,Cozy apartment in a quiet area,4594761,Sara,Navile,44.51842,11.33839,Private room,25.0,31,90,2024-12-08,0.62,1,332,2,,3.258096538021482,single-listing,high,medium,2.6365416681371108,12.0,winter,short
1577979,A room in Pasolini's house 2,467810,Eleonora,Porto - Saragozza,44.49107,11.33563,Private room,64.0,2,505,2025-09-05,3.44,2,74,41,IT037006C1C1768,4.174387269895637,single-listing,low,high,0.6990445787698244,9.0,fall,
1588677,Cozy at Bologna's best location!,2345001,Demian,Porto - Saragozza,44.4946,11.33089,Entire home/apt,53.0,31,122,2025-06-15,0.84,1,272,2,,3.9889840465642745,single-listing,high,medium,0.933192542239741,6.0,summer,short
1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,Porto - Saragozza,44.4901393,11.3381074,Entire home/apt,60.0,28,76,2025-07-06,0.53,3,325,5,IT037047C2CY9BBF83,4.110873864173311,professional,high,medium,0.6379159289698598,7.0,summer,short
1739565,Casa Letizia ONE city center mansion TWO TOWERS,9081398,Letizia,Santo Stefano,44.49384,11.34731,Entire home/apt,227.0,3,338,2025-10-05,2.32,2,91,23,IT037006B4QYHNSSWM,5.429345628954441,single-listing,low,high,0.3910557476309927,10.0,fall,very short
1853123,B&B Chez moi,9587199,Uliana,Santo Stefano,44.49336,11.35232,Hotel room,357.0,1,0,,0.0,3,22,0,IT037006B4DVY2C3MZ,5.8805329864007,professional,low,low,0.7902642544469152,,,
1863235,Exclusive Luxury Loft near Bologna Center,8864905,Robert,Savena,44.47649,11.38409,Entire home/apt,123.0,5,60,2025-09-15,0.43,1,322,13,IT037006C228TVFDUC,4.820281565605037,single-listing,high,low,3.8812386080714427,9.0,fall,very short
1872453,RoomTouchAndGo Fiera Bologna,9757089,Leonardo,Navile,44.51449,11.35782,Entire home/apt,174.0,1,17,2025-06-06,0.13,1,138,8,IT037006C2UVGQK62L,5.1647859739235145,single-listing,medium,low,2.491376712283028,6.0,summer,
1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,Santo Stefano,44.49815,11.34859,Private room,22.0,31,20,2018-04-16,0.14,1,274,0,,3.1354942159291497,single-listing,high,low,0.5976856632841524,4.0,spring,short
2212785,Appartamento soggiorni brevi,10708480,Pier Giuseppe,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,63.0,2,34,2025-09-20,0.69,1,312,13,IT037006C2Z53ZVWA2,4.1588830833596715,single-listing,high,medium,3.073588456991083,9.0,fall,
2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,Santo Stefano,44.49384,11.34731,Entire home/apt,209.0,3,191,2025-09-04,1.95,2,103,4,IT037006B4QYHNSSWM,5.3471075307174685,single-listing,low,high,0.3910557476309927,9.0,fall,very short
2273362,"Bijou House centro storico, free wi-fi, 2 Smart Tv",11606565,Cristina,Santo Stefano,44.496986,11.349187,Entire home/apt,188.0,31,25,2024-10-05,0.19,1,333,1,,5.241747015059643,single-listing,high,low,0.5723112223653853,10.0,fall,short
2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,Porto - Saragozza,44.49868,11.33677,Private room,113.0,1,355,2025-09-09,2.93,4,40,42,IT037006B4VCATE6IV,4.736198448394496,professional,low,high,0.6275615997151739,9.0,fall,
2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,Borgo Panigale - Reno,44.51604,11.27732,Entire home/apt,99.0,2,326,2025-09-19,2.31,1,113,69,IT037006C24LJZLNB7,4.605170185988092,single-listing,low,high,5.699734973853433,9.0,fall,
2330299,AtHOME No35 - Queen,11901723,Julia,Santo Stefano,44.49948,11.35101,Private room,154.0,1,39,2025-08-27,1.24,2,359,11,IT037006C14X9ESNKG,5.043425116919247,single-listing,high,medium,0.8403481865128462,8.0,summer,
2359237,Appartamento DIDI,11467146,Valentina,San Donato - San Vitale,44.49091,11.37744,Entire home/apt,135.0,2,43,2025-10-03,1.15,1,257,9,IT037006C2VTL865VY,4.912654885736052,single-listing,high,medium,2.8049070099758757,10.0,fall,
2378587,Z8 Terra - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,Santo Stefano,44.501881,11.351547,Entire home/apt,180.0,1,331,2025-08-23,2.36,15,44,14,IT037006B4MZ5T6WVG,5.198497031265826,professional,low,high,1.0528737944828843,8.0,summer,
2390692,[Historic Centre] Enchanting Retreat + Sunny Patio,11543364,Giovanna,Santo Stefano,44.48787,11.35473,Entire home/apt,152.0,2,94,2025-09-06,0.67,2,184,28,IT037006C2LTLGPO7V,5.030437921392435,single-listing,medium,medium,1.2395367261200512,9.0,fall,
2409234,bungalow with two bedrooms,10565373,Michela,Borgo Panigale - Reno,44.5147,11.28499,Entire home/apt,219.0,1,108,2025-09-13,0.77,20,132,11,IT037006B4QCSUMSZL,5.393627546352362,professional,medium,medium,5.084042858873901,9.0,fall,
2427429,modern loft with private garden,10565373,Michela,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,176.0,1,59,2024-02-25,0.42,20,0,0,IT037006B4QCSUMSZL,5.176149732573829,professional,low,low,5.052934228807598,2.0,winter,
2427567,indipendent and bright studio,10565373,Michela,Borgo Panigale - Reno,44.51452,11.28516,Entire home/apt,163.0,1,74,2025-08-16,0.53,20,0,4,IT037006B4QCSUMSZL,5.099866427824199,professional,low,medium,5.06321637924451,8.0,summer,
2448735,House 15 min. from Bologna center,10565373,Michela,Borgo Panigale - Reno,44.51457,11.28426,Entire home/apt,179.0,1,70,2025-08-09,0.52,20,20,1,IT037006B4QCSUMSZL,5.19295685089021,professional,low,medium,5.130259672846146,8.0,summer,
2486018,Live in history: loft with frescos,12721393,Monella,Porto - Saragozza,44.49893,11.34155,Entire home/apt,168.0,4,420,2025-08-27,3.0,1,251,31,IT037006C2MDI33LVY,5.1298987149230735,single-listing,high,high,0.45719593565218924,8.0,summer,very short
2531214,Bright and Peaceful Apartment in Historic Palazzo,6318533,Luca,Santo Stefano,44.49333,11.35161,Entire home/apt,249.0,2,529,2025-08-19,3.78,3,175,22,IT037006B443RYLZGJ,5.521460917862246,professional,medium,high,0.7359864361206724,8.0,summer,
2572332,Central Flat in the Greenery,13172321,Eleonora,Santo Stefano,44.48794,11.33223,Entire home/apt,78.0,2,251,2025-07-05,1.8,1,77,29,IT037006C2ANO3TJLK,4.3694478524670215,single-listing,low,high,1.1306608345535518,7.0,summer,
2603387,centralissimo piazza Cavour ad.ze,3694938,Angela,Santo Stefano,44.49007,11.34569,Entire home/apt,56.0,31,347,2024-12-15,2.63,1,264,14,,4.04305126783455,single-listing,high,high,0.5884735337329235,12.0,winter,short
2719377,Bologna's roofs,13916122,Barbara,Santo Stefano,44.49421,11.35456,Entire home/apt,111.0,5,82,2025-06-22,0.68,1,257,14,IT037006C1DQCUNLZZ,4.718498871295094,single-listing,high,medium,0.952963646243169,6.0,summer,very short
2719751,Il paradiso dell'arte,13918024,Simona,Santo Stefano,44.48237,11.35965,Private room,38.0,5,121,2025-07-31,0.89,1,113,4,"I applied for a CIN, but haven’t received it yet",3.6635616461296463,single-listing,low,medium,1.9417975513224883,7.0,summer,very short
2719775,Mum's house - Casa di Mamma (it037006c2l2cc4qk9),13918236,Franca E Mario,Navile,44.507668,11.342004,Entire home/apt,99.0,2,178,2025-09-21,1.64,1,172,28,IT037006C2l2CC4QK9,4.605170185988092,single-listing,medium,medium,1.4210844140809773,9.0,fall,
2782841,Centralissimo -Of Great Charm,13512216,Marina,Santo Stefano,44.49027,11.34666,Entire home/apt,86.0,32,77,2023-09-23,0.56,1,357,0,,4.465908118654584,single-listing,high,medium,0.6055444016015367,9.0,fall,short
2809231,stanza doppia vicino Fiera/double room near Fiera,14367101,Flavio,San Donato - San Vitale,44.5022,11.36882,Private room,118.0,31,8,2023-09-18,0.06,3,365,0,,4.77912349311153,professional,high,low,2.236876661815774,9.0,fall,short
2826093,Affitto Camera Bologna ad.aeroporto,8063636,Claudia,Borgo Panigale - Reno,44.52062,11.2749,Entire home/apt,85.0,2,194,2024-07-13,1.4,1,144,0,IT037006C2WCX7MBYR,4.454347296253507,single-listing,medium,medium,6.0968742965255505,7.0,summer,
2963789,CASA LUCY APARTMENTS,15124572,Giorgia,Borgo Panigale - Reno,44.51005,11.28928,Entire home/apt,101.0,1,64,2020-01-31,0.46,1,80,0,IT037006C2XCDI3SBM,4.624972813284271,single-listing,low,medium,4.5640209742012345,1.0,winter,
3064628,A casa di zoe | in the heart of BO,15597400,Laura,Porto - Saragozza,44.49619,11.33653,Entire home/apt,343.0,2,552,2025-09-05,4.05,1,142,56,IT037006B4WP959WW4,5.840641657373398,single-listing,medium,high,0.5052452736214528,9.0,fall,
3073487,Charming open space in the center,10773994,Lucie,Santo Stefano,44.48569,11.35051,Entire home/apt,80.0,31,223,2022-09-15,1.64,1,83,0,,4.394449154672439,single-listing,low,medium,1.1994706479146442,9.0,fall,short
3100947,Room wifi tv ac center town,15766914,Anthony,Santo Stefano,44.49318,11.34981,Entire home/apt,135.0,3,587,2025-09-02,4.31,3,302,56,IT037006BD5F4RWXP,4.912654885736052,professional,high,high,0.6028154059353468,9.0,fall,very short
3216486,Stanza Privata,16289536,Fabio,Navile,44.50893,11.34258,Private room,44.0,31,677,2024-01-01,5.29,1,46,0,,3.8066624897703196,single-listing,low,high,1.5604895016129772,1.0,winter,short
3307389,A blue touch. Mini apartment with kitchenette,16699849,Giovanna,Porto - Saragozza,44.49888,11.3224,Entire home/apt,63.0,2,173,2025-09-17,1.38,1,177,45,IT037006C1PPUIBDCS,4.1588830833596715,single-listing,medium,medium,1.6679559470224334,9.0,fall,
3340388,Apartment Bologna Center- San Vitale,11432537,Sabina,San Donato - San Vitale,44.49522,11.35734,Entire home/apt,135.0,3,64,2025-09-16,0.48,1,14,12,IT037006C22CENOPHX,4.912654885736052,single-listing,low,medium,1.1716767341437269,9.0,fall,very short
3515960,Central Silent and Cosy apartment,6318533,Luca,Santo Stefano,44.49111,11.35587,Entire home/apt,170.0,2,231,2023-10-30,2.1,3,141,0,IT037006B4T9RRY3AS,5.14166355650266,professional,medium,high,1.1346871596172488,10.0,fall,
3573660,Pvt Room in beautiful flat in the city center,11580855,Jj,Santo Stefano,44.48976,11.35412,Private room,48.0,31,19,2024-07-14,0.14,2,325,0,,3.8918202981106265,single-listing,high,low,1.077895793686627,7.0,summer,short
3600856,"Bright and quiet design attic, with terrace",11123926,Fabio,Santo Stefano,44.48709487915039,11.352633476257324,Entire home/apt,145.0,2,7,2025-05-17,0.05,1,306,3,IT037006C2H62SJ4BQ,4.983606621708336,single-listing,high,low,1.1767082557052433,5.0,spring,
3794422,fiera delizioso mini appartamento,19486149,Mauro,San Donato - San Vitale,44.50989,11.3576,Entire home/apt,116.0,2,169,2025-09-13,1.26,1,45,27,IT037006C2OVKYMO94,4.762173934797756,single-listing,low,medium,2.0492437817330234,9.0,fall,
3837496,Stanza privata nel centro storico,7419507,Sara,Porto - Saragozza,44.49914,11.32817,Private room,58.0,31,525,2025-08-06,3.91,1,240,58,"I applied for a CIN, but haven’t received it yet",4.07753744390572,single-listing,medium,high,1.2423452152289365,8.0,summer,short
3854536,Cozy Studio Flat in central Bologna,11500940,Alessandro,Santo Stefano,44.48772,11.33975,Entire home/apt,178.0,31,40,2016-10-11,0.3,1,90,0,,5.187385805840755,single-listing,low,low,0.8283945551090531,10.0,fall,short
3869505,Casa Morandi una Bologna insolita,19982224,Maurizia,San Donato - San Vitale,44.52578,11.40242,Private room,98.0,1,16,2025-04-13,0.13,3,349,2,IT037006C1HH4QN5EM,4.59511985013459,professional,high,low,5.864989492445735,4.0,spring,
3978327,Accogliente e spazioso appartamento,9265951,Cristina E Ron,San Donato - San Vitale,44.50403,11.35811,Entire home/apt,90.0,5,31,2024-09-18,0.23,1,51,0,IT037006C23U7TC6Z5,4.51085950651685,single-listing,low,low,1.5970766641908534,9.0,fall,very short
3988800,Central apartment private entrance and garden,20677762,Silvia,Porto - Saragozza,44.49344,11.3201,Entire home/apt,113.0,2,91,2025-06-01,0.93,2,293,9,IT037006B49XSAB2UQ,4.736198448394496,single-listing,high,medium,1.798070189423499,6.0,summer,
4056393,CasainCentroBologna!House in City Center Bologna!,21037470,Sergio,Porto - Saragozza,44.49689,11.33809,Entire home/apt,223.0,2,131,2025-09-05,0.99,1,18,18,IT037006C2S9XFG35N,5.4116460518550396,single-listing,low,medium,0.42322973173163303,9.0,fall,
4071051,Flat Bologna,21115118,Tenuta,Savena,44.47116,11.37448,Entire home/apt,71.0,31,22,2025-06-30,0.17,1,296,2,,4.276666119016055,single-listing,high,low,3.65747403017665,6.0,summer,short
4111283,Secret courtyard in Bologna's center,16516907,Anna Maria,Santo Stefano,44.48784,11.35047,Entire home/apt,161.0,3,391,2025-06-30,3.03,2,314,25,IT037006C2TSQOAJUT,5.087596335232384,single-listing,high,high,1.0017380867391097,6.0,summer,very short
4136349,Feeling at home in bologna,20450769,Caterina,San Donato - San Vitale,44.49874,11.41059,Entire home/apt,52.0,31,25,2019-09-27,0.19,1,233,0,,3.970291913552122,single-listing,medium,low,5.423164226508979,9.0,fall,short
4147236,Deliziosa casetta di charme!,21514498,Gabriella,Santo Stefano,44.48631,11.34088,Entire home/apt,76.0,2,552,2025-09-16,4.12,1,215,30,IT037006C2XHTXFPNH,4.343805421853684,single-listing,medium,high,0.96304296068485,9.0,fall,
4156614,Luxurious apartment at the center,18015558,Veronica,Santo Stefano,44.48778,11.34176,Entire home/apt,120.0,31,1,2014-09-26,0.01,1,365,0,,4.795790545596741,single-listing,high,low,0.7926725346757096,9.0,fall,short
4166793,Centralissimo Bologna,8325248,Massimo,Santo Stefano,44.50092,11.34456,Entire home/apt,161.0,3,997,2025-08-22,7.83,3,247,47,IT037006C2QEZKSX5X,5.087596335232384,professional,medium,high,0.6879964734580888,8.0,summer,very short
4254158,The Attic - Casa Fluò Relais,17806592,Casa Fluò,Santo Stefano,44.44594,11.31958,Private room,171.0,31,1,2023-05-30,0.04,3,365,0,,5.147494476813453,professional,high,low,5.739612853471765,5.0,spring,short
4254214,Blue Room - Casa  Fluò Relais,17806592,Casa Fluò,Santo Stefano,44.44503,11.32054,Private room,166.0,31,4,2023-02-25,0.04,3,365,0,,5.117993812416755,professional,high,low,5.811990210731132,2.0,winter,short
4254270,Red Room - Casa Fluò Relais,17806592,Casa Fluò,Santo Stefano,44.44385,11.31882,Private room,166.0,31,0,,0.0,3,365,0,,5.117993812416755,professional,high,low,5.979041087810702,,,short
4256731,"ACCOGLIENTE,PANORAMICO,STRATEGICO!!",16454233,Silvana,Santo Stefano,44.4837,11.37261,Entire home/apt,51.0,31,2,2014-10-12,0.01,1,0,0,,3.9512437185814275,single-listing,low,low,2.690280295213076,10.0,fall,short
4275165,LOVELY & QUITE NEAR AIRPORT&STATION,10565373,Michela,Borgo Panigale - Reno,44.51474,11.28477,Entire home/apt,202.0,1,78,2025-07-21,0.6,20,35,6,IT037006B4QCSUMSZL,5.313205979041787,professional,low,medium,5.1017370643491375,7.0,summer,
4275390,VERY BELLO TRA STAZIONE E AEROPORTO,10565373,Michela,Borgo Panigale - Reno,44.51443,11.28442,Entire home/apt,157.0,1,84,2020-08-13,0.66,20,0,0,IT037006B4QCSUMSZL,5.062595033026967,professional,low,medium,5.112130025517228,8.0,summer,
4296228,Villa Alma Monolocale 2,22303074,Gianluca,Santo Stefano,44.4792,11.33516,Entire home/apt,160.0,3,17,2019-11-10,0.13,2,39,0,IT037006C2MKRKUF3N,5.081404364984463,single-listing,low,low,1.8413047188008749,11.0,fall,very short
4314754,Oasis in Bologna,1174780,Anna,Porto - Saragozza,44.50005,11.32431,Private room,96.0,1,83,2023-10-16,0.65,1,351,0,"I applied for a CIN, but haven’t received it yet",4.574710978503383,single-listing,high,medium,1.5648939937058721,10.0,fall,
4349939,Villa Alma Monolocale 1,22303074,Gianluca,Santo Stefano,44.47871,11.33482,Entire home/apt,144.0,4,23,2019-10-15,0.18,2,38,0,IT037006C2MKRKUF3N,4.976733742420574,single-listing,low,low,1.9015820173439086,10.0,fall,very short
